year,parfam,countryname,per503,pervote,electionDate,partyname,environWeighted
1987-01-01,30,Belgium,6.857,14.883,December 1987,Flemish Socialist Party,102.052731
1987-01-01,30,Belgium,1.954,15.655,December 1987,Francophone Socialist Party,30.589869999999998
1987-01-01,40,Belgium,0.0,11.547,December 1987,Party of Liberty and Progress,0.0
1987-01-01,40,Belgium,1.028,9.41,December 1987,Liberal Reformation Party,9.67348
1987-01-01,50,Belgium,4.372,19.454,December 1987,Christian People’s Party,85.052888
1987-01-01,50,Belgium,0.0,8.009,December 1987,Christian Social Party,0.0
1987-01-01,90,Belgium,1.133,1.162,December 1987,Francophone Democratic Front of Francophones,1.316546
1987-01-01,90,Belgium,2.404,8.048,December 1987,Peoples’ Union,19.347392
1987-01-01,70,Belgium,0.875,1.896,December 1987,Flemish Bloc,1.6589999999999998
1991-01-01,10,Belgium,1.0290000000000001,5.073,November 1991,Ecologists,5.220117000000001
1991-01-01,10,Belgium,0.56,4.861000000000001,November 1991,Live Differently,2.7221600000000006
1991-01-01,30,Belgium,4.1819999999999995,11.975999999999999,November 1991,Flemish Socialist Party,50.08363199999999
1991-01-01,30,Belgium,3.415,13.489,November 1991,Francophone Socialist Party,46.064935000000006
1991-01-01,40,Belgium,1.5959999999999999,11.977,November 1991,Party of Liberty and Progress,19.115292
1991-01-01,40,Belgium,0.762,8.141,November 1991,Liberal Reformation Party,6.203442
1991-01-01,50,Belgium,2.995,16.815,November 1991,Christian People’s Party,50.36092500000001
1991-01-01,50,Belgium,4.608000000000001,7.736000000000001,November 1991,Christian Social Party,35.64748800000002
1991-01-01,90,Belgium,1.3419999999999999,1.474,November 1991,Francophone Democratic Front of Francophones,1.9781079999999998
1991-01-01,90,Belgium,1.484,5.893,November 1991,Peoples’ Union,8.745212
1991-01-01,70,Belgium,0.875,6.576000000000001,November 1991,Flemish Bloc,5.754000000000001
1995-01-01,10,Belgium,6.785,4.008,May 1995,Ecologists,27.19428
1995-01-01,10,Belgium,0.787,4.431,May 1995,Live Differently,3.487197
1995-01-01,30,Belgium,5.405,12.557,May 1995,Flemish Socialist Party,67.870585
1995-01-01,30,Belgium,4.507,11.870999999999999,May 1995,Francophone Socialist Party,53.50259699999999
1995-01-01,40,Belgium,2.885,13.148,May 1995,Flemish Liberals and Democrats,37.931979999999996
1995-01-01,40,Belgium,1.27,10.264000000000001,May 1995,Liberal Reformation Party - Francophone Democratic Front,13.035280000000002
1995-01-01,50,Belgium,1.829,17.176,May 1995,Christian People’s Party,31.414903999999996
1995-01-01,50,Belgium,5.432,7.726,May 1995,Christian Social Party,41.967632
1995-01-01,90,Belgium,0.8809999999999999,4.669,May 1995,Peoples’ Union,4.113388999999999
1995-01-01,70,Belgium,0.8170000000000001,7.834000000000001,May 1995,Flemish Bloc,6.400378000000002
1999-01-01,10,Belgium,4.178,7.359,June 1999,Ecologists,30.745902
1999-01-01,10,Belgium,3.72,6.991000000000001,June 1999,Live Differently,26.006520000000005
1999-01-01,30,Belgium,4.127,9.549,June 1999,Flemish Socialist Party,39.408722999999995
1999-01-01,30,Belgium,6.437,10.165,June 1999,Francophone Socialist Party,65.43210499999999
1999-01-01,40,Belgium,4.351,14.304,June 1999,Flemish Liberals and Democrats,62.236704
1999-01-01,40,Belgium,1.935,10.14,June 1999,Liberal Reformation Party - Francophone Democratic Front - Citizens’ Movement for Change,19.620900000000002
1999-01-01,50,Belgium,2.525,14.088,June 1999,Christian Democratic and Flemish,35.572199999999995
1999-01-01,50,Belgium,5.8820000000000014,5.879,June 1999,Christian Social Party,34.58027800000001
1999-01-01,70,Belgium,0.8170000000000001,9.87,June 1999,Flemish Bloc,8.06379
1999-01-01,90,Belgium,3.6860000000000004,5.561,June 1999,People’s Union - Complete Democracy for the 21st century,20.497846000000003
2003-01-01,10,Belgium,13.953,3.06,May 2003,Ecologists,42.69618
2003-01-01,10,Belgium,5.521,2.47,May 2003,Live Differently,13.63687
2003-01-01,30,Belgium,11.905,14.908,May 2003,Socialist Party Different - Spirit,177.47974
2003-01-01,30,Belgium,14.815,13.024000000000001,May 2003,Francophone Socialist Party,192.95056
2003-01-01,40,Belgium,1.493,15.356,May 2003,Flemish Liberals and Democrats,22.926508000000002
2003-01-01,40,Belgium,5.388999999999999,11.395999999999999,May 2003,Reform Movement,61.413043999999985
2003-01-01,50,Belgium,3.738,13.249,May 2003,Christian Democratic and Flemish,49.524762
2003-01-01,50,Belgium,5.877999999999999,5.472,May 2003,Humanist Democratic Centre,32.164415999999996
2003-01-01,70,Belgium,0.8170000000000001,11.68,May 2003,Flemish Bloc,9.54256
2003-01-01,90,Belgium,0.909,3.0639999999999996,May 2003,New Flemish Alliance,2.785176
2007-01-01,10,Belgium,7.736000000000001,5.102,June 2007,Ecologists,39.469072000000004
2007-01-01,10,Belgium,7.715,3.985,June 2007,Green!,30.744275
2007-01-01,30,Belgium,14.583,10.259,June 2007,Socialist Party Different - Spirit,149.606997
2007-01-01,30,Belgium,19.108,,June 2007,Socialist Party Different,
2007-01-01,30,Belgium,12.349,10.864,June 2007,Francophone Socialist Party,134.159536
2007-01-01,30,Belgium,11.298,,June 2007,"Social, Progressive, International, Regionalist, Integrally Democartic  and Forward-Looking",
2007-01-01,40,Belgium,9.462,11.83,June 2007,Open Flemish Liberals and Democrats,111.93545999999999
2007-01-01,40,Belgium,4.518,12.517000000000001,June 2007,Reform Movement,56.551806000000006
2007-01-01,40,Belgium,2.806,4.027,June 2007,List Dedecker,11.299762000000001
2007-01-01,50,Belgium,6.688,14.808,June 2007,Christian Democratic and Flemish,99.03590399999999
2007-01-01,50,Belgium,5.621,6.057,June 2007,Humanist Democratic Centre,34.046397000000006
2007-01-01,90,Belgium,4.826000000000001,3.702,June 2007,New Flemish Alliance,17.865852000000004
2007-01-01,70,Belgium,3.0380000000000003,11.99,June 2007,Flemish Interest,36.42562
2010-01-01,10,Belgium,5.102,4.796,June 2010,Ecologists,24.469192000000003
2010-01-01,10,Belgium,12.167,4.381,June 2010,Green!,53.303627
2010-01-01,30,Belgium,10.109,9.236,June 2010,Socialist Party Different,93.366724
2010-01-01,30,Belgium,10.684000000000001,13.704,June 2010,Francophone Socialist Party,146.41353600000002
2010-01-01,40,Belgium,5.926,8.639,June 2010,Open Flemish Liberals and Democrats,51.194714
2010-01-01,40,Belgium,4.0089999999999995,9.277999999999999,June 2010,Reform Movement,37.19550199999999
2010-01-01,40,Belgium,4.878,2.307,June 2010,List Dedecker,11.253546
2010-01-01,50,Belgium,6.218999999999999,10.845999999999998,June 2010,Christian Democratic and Flemish,67.45127399999998
2010-01-01,50,Belgium,8.092,5.522,June 2010,Humanist Democratic Centre,44.68402400000001
2010-01-01,90,Belgium,3.3089999999999997,17.398,June 2010,New Flemish Alliance,57.569981999999996
2010-01-01,70,Belgium,0.44,7.763,June 2010,Flemish Interest,3.41572
2014-01-01,10,Belgium,15.494000000000002,5.322,May 2014,Green!,82.45906800000002
2014-01-01,20,Belgium,22.511999999999997,1.9709999999999999,May 2014,Workers' Party of Belgium,44.37115199999999
2014-01-01,30,Belgium,17.826,8.829000000000002,May 2014,Socialist Party Different,157.38575400000005
2014-01-01,40,Belgium,8.641,9.631,May 2014,Open Flemish Liberals and Democrats,83.22147100000001
2014-01-01,50,Belgium,8.851000000000003,11.61,May 2014,Christian Democratic and Flemish,102.76011000000003
2014-01-01,90,Belgium,4.868,20.259,May 2014,New Flemish Alliance,98.62081200000002
2014-01-01,70,Belgium,4.063,3.673,May 2014,Flemish Interest,14.923399
2019-01-01,10,Belgium,15.697000000000001,6.103,May 2019,Green!,95.79879100000001
2019-01-01,20,Belgium,21.081,8.622,May 2019,Workers' Party of Belgium,181.760382
2019-01-01,30,Belgium,28.039,6.711,May 2019,Socialist Party Different,188.16972900000002
2019-01-01,40,Belgium,8.727,8.544,May 2019,Open Flemish Liberals and Democrats,74.563488
2019-01-01,50,Belgium,18.487000000000002,8.886000000000003,May 2019,Christian Democratic and Flemish,164.27548200000007
2019-01-01,90,Belgium,7.79,16.028,May 2019,New Flemish Alliance,124.85811999999999
2019-01-01,70,Belgium,7.621,11.949000000000002,May 2019,Flemish Interest,91.06332900000002
1946-01-01,20,Netherlands,4.0,10.6,May 1946,Communist Party of the Netherlands,42.4
1946-01-01,30,Netherlands,3.7,28.314,May 1946,Labour Party,104.76180000000001
1946-01-01,40,Netherlands,9.7,6.412999999999999,May 1946,Freedom Party,62.20609999999999
1946-01-01,50,Netherlands,7.9,30.805999999999997,May 1946,Catholic People’s Party,243.3674
1946-01-01,50,Netherlands,4.5,12.901,May 1946,Anti-Revolutionary Party,58.0545
1946-01-01,50,Netherlands,3.2,7.84,May 1946,Christian Historical Union,25.088
1946-01-01,95,Netherlands,4.0,2.138,May 1946,Reformed Political Party,8.552
1948-01-01,20,Netherlands,13.158,7.744,July 1948,Communist Party of the Netherlands,101.895552
1948-01-01,30,Netherlands,5.5,25.604,July 1948,Labour Party,140.822
1948-01-01,40,Netherlands,16.0,7.945,July 1948,People’s Party for Freedom and Democracy,127.12
1948-01-01,50,Netherlands,6.600000000000001,31.039,July 1948,Catholic People’s Party,204.85740000000004
1948-01-01,50,Netherlands,4.8,13.209000000000001,July 1948,Anti-Revolutionary Party,63.403200000000005
1948-01-01,50,Netherlands,2.9,9.188,July 1948,Christian Historical Union,26.645200000000003
1948-01-01,95,Netherlands,3.509,2.371,July 1948,Reformed Political Party,8.319839
1952-01-01,30,Netherlands,10.2,28.971999999999998,June 1952,Labour Party,295.51439999999997
1952-01-01,40,Netherlands,9.6,8.827999999999998,June 1952,People’s Party for Freedom and Democracy,84.74879999999997
1952-01-01,50,Netherlands,5.5,28.665,June 1952,Catholic People’s Party,157.6575
1952-01-01,50,Netherlands,3.1,11.307,June 1952,Anti-Revolutionary Party,35.051700000000004
1952-01-01,50,Netherlands,4.15,8.925000000000002,June 1952,Christian Historical Union,37.038750000000014
1956-01-01,30,Netherlands,7.0,32.687,June 1956,Labour Party,228.80899999999997
1956-01-01,40,Netherlands,3.8,8.774000000000001,June 1956,People’s Party for Freedom and Democracy,33.3412
1956-01-01,50,Netherlands,4.2,31.693,June 1956,Catholic People’s Party,133.1106
1956-01-01,50,Netherlands,1.5,9.909,June 1956,Anti-Revolutionary Party,14.863500000000002
1956-01-01,50,Netherlands,5.4,8.431000000000001,June 1956,Christian Historical Union,45.52740000000001
1959-01-01,30,Netherlands,2.7,30.357,March 1959,Labour Party,81.96390000000001
1959-01-01,40,Netherlands,6.4,12.212,March 1959,People’s Party for Freedom and Democracy,78.1568
1959-01-01,50,Netherlands,2.6,31.601,March 1959,Catholic People’s Party,82.1626
1959-01-01,50,Netherlands,5.600000000000001,9.386,March 1959,Anti-Revolutionary Party,52.561600000000006
1959-01-01,50,Netherlands,4.7,8.108,March 1959,Christian Historical Union,38.107600000000005
1963-01-01,30,Netherlands,8.4,28.011,May 1963,Labour Party,235.29240000000001
1963-01-01,40,Netherlands,4.7,10.287,May 1963,People’s Party for Freedom and Democracy,48.34890000000001
1963-01-01,50,Netherlands,6.100000000000001,31.881999999999998,May 1963,Catholic People’s Party,194.48020000000002
1963-01-01,50,Netherlands,4.7,8.721,May 1963,Anti-Revolutionary Party,40.9887
1963-01-01,50,Netherlands,9.1,8.577,May 1963,Christian Historical Union,78.05069999999999
1967-01-01,30,Netherlands,12.3,23.555,February 1967,Labour Party,289.7265
1967-01-01,40,Netherlands,10.7,4.475000000000001,February 1967,Democrats‘66,47.882500000000014
1967-01-01,40,Netherlands,2.9,10.732999999999999,February 1967,People’s Party for Freedom and Democracy,31.125699999999995
1967-01-01,50,Netherlands,3.2,26.503,February 1967,Catholic People’s Party,84.8096
1967-01-01,50,Netherlands,6.4,9.902,February 1967,Anti-Revolutionary Party,63.3728
1967-01-01,50,Netherlands,4.0,8.142,February 1967,Christian Historical Union,32.568
1971-01-01,30,Netherlands,15.7,1.837,April 1971,Radical Political Party,28.840899999999998
1971-01-01,30,Netherlands,7.8,24.6,April 1971,Labour Party,191.88
1971-01-01,40,Netherlands,4.3,6.775,April 1971,Democrats‘66,29.1325
1971-01-01,40,Netherlands,3.8,10.341,April 1971,People’s Party for Freedom and Democracy,39.29579999999999
1971-01-01,50,Netherlands,4.600000000000001,21.837,April 1971,Catholic People’s Party,100.45020000000002
1971-01-01,50,Netherlands,5.2,8.59,April 1971,Anti-Revolutionary Party,44.668
1971-01-01,50,Netherlands,7.7,5.329,April 1971,Democratic Socialists‘70,41.0333
1971-01-01,50,Netherlands,2.4,6.317,April 1971,Christian Historical Union,15.1608
1972-01-01,30,Netherlands,9.3,4.7989999999999995,November 1972,Radical Political Party,44.6307
1972-01-01,30,Netherlands,9.3,27.339000000000002,November 1972,Labour Party,254.25270000000003
1972-01-01,40,Netherlands,9.3,4.1530000000000005,November 1972,Democrats‘66,38.62290000000001
1972-01-01,40,Netherlands,1.6,14.449000000000002,November 1972,People’s Party for Freedom and Democracy,23.118400000000005
1972-01-01,50,Netherlands,6.600000000000001,17.655,November 1972,Catholic People’s Party,116.52300000000004
1972-01-01,50,Netherlands,6.600000000000001,8.84,November 1972,Anti-Revolutionary Party,58.34400000000001
1972-01-01,50,Netherlands,3.1,4.121,November 1972,Democratic Socialists‘70,12.775100000000002
1972-01-01,50,Netherlands,6.600000000000001,4.794,November 1972,Christian Historical Union,31.640400000000003
1977-01-01,30,Netherlands,6.5,1.694,May 1977,Radical Political Party,11.011
1977-01-01,30,Netherlands,11.5,33.829,May 1977,Labour Party,389.0335
1977-01-01,40,Netherlands,5.0,5.439,May 1977,Democrats‘66,27.195
1977-01-01,40,Netherlands,2.7,17.945999999999998,May 1977,People’s Party for Freedom and Democracy,48.4542
1977-01-01,50,Netherlands,3.3,31.886999999999997,May 1977,Christian Democratic Appeal,105.22709999999998
1977-01-01,50,Netherlands,4.0,0.715,May 1977,Democratic Socialists‘70,2.86
1981-01-01,30,Netherlands,9.6,1.9680000000000002,May 1981,Radical Political Party,18.8928
1981-01-01,30,Netherlands,7.100000000000001,28.288,May 1981,Labour Party,200.84480000000005
1981-01-01,40,Netherlands,5.600000000000001,11.059000000000001,May 1981,Democrats‘66,61.93040000000002
1981-01-01,40,Netherlands,3.4,17.320999999999998,May 1981,People’s Party for Freedom and Democracy,58.89139999999999
1981-01-01,50,Netherlands,4.0,30.805999999999997,May 1981,Christian Democratic Appeal,123.22399999999999
1981-01-01,50,Netherlands,0.6930000000000001,1.247,May 1981,Reformatory Political Federation,0.8641710000000001
1982-01-01,20,Netherlands,21.522,1.794,September 1982,Communist Party of the Netherlands,38.610468
1982-01-01,30,Netherlands,12.7,1.6569999999999998,September 1982,Radical Political Party,21.043899999999997
1982-01-01,30,Netherlands,13.2,30.395,September 1982,Labour Party,401.214
1982-01-01,40,Netherlands,7.4,4.265,September 1982,Democrats‘66,31.561
1982-01-01,40,Netherlands,5.100000000000001,23.076999999999998,September 1982,People’s Party for Freedom and Democracy,117.69270000000003
1982-01-01,50,Netherlands,5.4,29.386999999999997,September 1982,Christian Democratic Appeal,158.6898
1982-01-01,50,Netherlands,1.6269999999999998,0.8150000000000001,September 1982,Reformed Political League,1.3260049999999999
1982-01-01,50,Netherlands,0.6930000000000001,1.508,September 1982,Reformatory Political Federation,1.045044
1982-01-01,70,Netherlands,5.102,0.8310000000000001,September 1982,Centre Party,4.239762000000001
1982-01-01,95,Netherlands,3.576,1.902,September 1982,Reformed Political Party,6.801552
1986-01-01,20,Netherlands,11.770999999999999,1.2,May 1986,Pacifist Socialist Party,14.125199999999998
1986-01-01,30,Netherlands,8.0,1.256,May 1986,Radical Political Party,10.048
1986-01-01,30,Netherlands,6.9,33.271,May 1986,Labour Party,229.56990000000002
1986-01-01,40,Netherlands,5.0,6.1320000000000014,May 1986,Democrats‘66,30.660000000000007
1986-01-01,40,Netherlands,3.4,17.410999999999998,May 1986,People’s Party for Freedom and Democracy,59.19739999999999
1986-01-01,50,Netherlands,3.3,34.593,May 1986,Christian Democratic Appeal,114.15690000000001
1986-01-01,95,Netherlands,0.0,1.739,May 1986,Reformed Political Party,0.0
1989-01-01,10,Netherlands,6.100000000000001,4.074,September 1989,Green Left,24.851400000000005
1989-01-01,30,Netherlands,5.7,31.881,September 1989,Labour Party,181.7217
1989-01-01,40,Netherlands,4.0,7.8870000000000005,September 1989,Democrats‘66,31.548000000000002
1989-01-01,40,Netherlands,3.1,14.565999999999999,September 1989,People’s Party for Freedom and Democracy,45.154599999999995
1989-01-01,50,Netherlands,3.0,35.313,September 1989,Christian Democratic Appeal,105.93900000000001
1989-01-01,50,Netherlands,4.736000000000001,1.236,September 1989,Reformed Political League,5.853696000000001
1989-01-01,50,Netherlands,5.281000000000001,0.961,September 1989,Reformatory Political Federation,5.075041000000001
1989-01-01,70,Netherlands,0.0,0.9179999999999999,September 1989,Centre Democrats,0.0
1989-01-01,95,Netherlands,3.0389999999999997,1.8730000000000002,September 1989,Reformed Political Party,5.6920470000000005
1994-01-01,10,Netherlands,2.883,3.467,May 1994,Green Left,9.995361
1994-01-01,20,Netherlands,17.544,1.3219999999999998,May 1994,Socialist Party,23.193167999999996
1994-01-01,30,Netherlands,3.117,23.973000000000003,May 1994,Labour Party,74.72384100000001
1994-01-01,40,Netherlands,3.1919999999999997,15.49,May 1994,Democrats‘66,49.44408
1994-01-01,40,Netherlands,0.9109999999999999,19.956,May 1994,People’s Party for Freedom and Democracy,18.179916
1994-01-01,50,Netherlands,2.544,22.217,May 1994,Christian Democratic Appeal,56.520047999999996
1994-01-01,50,Netherlands,3.292,1.3,May 1994,Reformed Political League,4.2796
1994-01-01,50,Netherlands,4.851,1.8,May 1994,Reformatory Political Federation,8.7318
1994-01-01,70,Netherlands,0.258,2.5,May 1994,Centre Democrats,0.645
1994-01-01,95,Netherlands,5.7589999999999995,1.729,May 1994,Reformed Political Party,9.957310999999999
1994-01-01,95,Netherlands,7.553,3.6,May 1994,General Elderly Alliance,27.1908
1994-01-01,95,Netherlands,8.734,0.9,May 1994,Union 55+,7.8606
1998-01-01,10,Netherlands,13.265999999999998,7.27,May 1998,Green Left,96.44381999999999
1998-01-01,20,Netherlands,3.2039999999999997,3.528,May 1998,Socialist Party,11.303711999999999
1998-01-01,30,Netherlands,6.847,28.98,May 1998,Labour Party,198.42606
1998-01-01,40,Netherlands,2.7030000000000003,8.99,May 1998,Democrats‘66,24.299970000000002
1998-01-01,40,Netherlands,1.4909999999999999,24.69,May 1998,People’s Party for Freedom and Democracy,36.81279
1998-01-01,50,Netherlands,3.7969999999999997,18.37,May 1998,Christian Democratic Appeal,69.75089
1998-01-01,50,Netherlands,6.7570000000000014,1.2,May 1998,Reformed Political League,8.108400000000001
1998-01-01,50,Netherlands,1.4080000000000001,2.028,May 1998,Reformatory Political Federation,2.855424
1998-01-01,95,Netherlands,3.158,1.781,May 1998,Reformed Political Party,5.624397999999999
2002-01-01,10,Netherlands,2.012,6.95,May 2002,Green Left,13.9834
2002-01-01,20,Netherlands,3.2039999999999997,5.9,May 2002,Socialist Party,18.9036
2002-01-01,30,Netherlands,2.735,15.11,May 2002,Labour Party,41.325849999999996
2002-01-01,40,Netherlands,1.262,5.100000000000001,May 2002,Democrats‘66,6.436200000000002
2002-01-01,40,Netherlands,1.3459999999999999,15.44,May 2002,People’s Party for Freedom and Democracy,20.782239999999998
2002-01-01,40,Netherlands,3.2260000000000004,1.61,May 2002,Livable Netherlands,5.193860000000001
2002-01-01,50,Netherlands,1.742,27.93,May 2002,Christian Democratic Appeal,48.65406
2002-01-01,50,Netherlands,2.3,2.54,May 2002,Christian Union,5.842
2002-01-01,70,Netherlands,5.5120000000000005,17.0,May 2002,List Pim Fortuyn,93.70400000000001
2002-01-01,95,Netherlands,4.962,1.7180000000000002,May 2002,Reformed Political Party,8.524716
2003-01-01,10,Netherlands,6.184,5.13,January 2003,Green Left,31.72392
2003-01-01,20,Netherlands,3.576,6.33,January 2003,Socialist Party,22.63608
2003-01-01,30,Netherlands,4.261,27.28,January 2003,Labour Party,116.24008
2003-01-01,40,Netherlands,1.679,4.08,January 2003,Democrats‘66,6.85032
2003-01-01,40,Netherlands,0.985,17.95,January 2003,People’s Party for Freedom and Democracy,17.68075
2003-01-01,40,Netherlands,2.801,0.40299999999999997,January 2003,Livable Netherlands,1.128803
2003-01-01,50,Netherlands,1.742,28.65,January 2003,Christian Democratic Appeal,49.9083
2003-01-01,50,Netherlands,3.67,2.13,January 2003,Christian Union,7.817099999999999
2003-01-01,70,Netherlands,1.3730000000000002,5.71,January 2003,List Pim Fortuyn,7.839830000000001
2006-01-01,10,Netherlands,6.649,4.605,November 2006,Green Left,30.618645000000004
2006-01-01,20,Netherlands,6.442,16.575,November 2006,Socialist Party,106.77615
2006-01-01,30,Netherlands,7.055,21.193,November 2006,Labour Party,149.516615
2006-01-01,40,Netherlands,4.31,1.964,November 2006,Democrats‘66,8.464839999999999
2006-01-01,40,Netherlands,2.394,14.67,November 2006,People’s Party for Freedom and Democracy,35.11998
2006-01-01,50,Netherlands,1.8430000000000002,26.513,November 2006,Christian Democratic Appeal,48.863459000000006
2006-01-01,50,Netherlands,2.33,3.9739999999999998,November 2006,Christian Union,9.25942
2006-01-01,70,Netherlands,0.0,5.89,November 2006,Party of Freedom,0.0
2006-01-01,95,Netherlands,1.496,1.829,November 2006,Party for the Animals,2.7361839999999997
2006-01-01,95,Netherlands,3.85,1.558,November 2006,Reformed Political Party,5.9983
2010-01-01,10,Netherlands,14.835999999999999,6.67,June 2010,Green Left,98.95611999999998
2010-01-01,20,Netherlands,10.206,9.83,June 2010,Socialist Party,100.32498
2010-01-01,30,Netherlands,11.652999999999999,19.63,June 2010,Labour Party,228.74838999999997
2010-01-01,40,Netherlands,5.553999999999999,6.943000000000001,June 2010,Democrats‘66,38.561422
2010-01-01,40,Netherlands,3.614,20.47,June 2010,People’s Party for Freedom and Democracy,73.97858
2010-01-01,50,Netherlands,6.0070000000000014,13.62,June 2010,Christian Democratic Appeal,81.81534000000002
2010-01-01,50,Netherlands,4.435,3.248,June 2010,Christian Union,14.40488
2010-01-01,70,Netherlands,3.392,15.45,June 2010,Party of Freedom,52.4064
2010-01-01,95,Netherlands,3.471,1.3,June 2010,Party for the Animals,4.512300000000001
2010-01-01,95,Netherlands,6.326000000000001,1.74,June 2010,Reformed Political Party,11.007240000000003
2012-01-01,10,Netherlands,7.204,2.333,September 2012,Green Left,16.806932
2012-01-01,20,Netherlands,6.519,9.654,September 2012,Socialist Party,62.934426
2012-01-01,30,Netherlands,8.188,24.838,September 2012,Labour Party,203.373544
2012-01-01,40,Netherlands,2.229,8.033,September 2012,Democrats‘66,17.905556999999998
2012-01-01,40,Netherlands,2.443,26.58,September 2012,People’s Party for Freedom and Democracy,64.93494
2012-01-01,50,Netherlands,3.3560000000000003,8.506,September 2012,Christian Democratic Appeal,28.546136000000004
2012-01-01,50,Netherlands,2.255,3.1260000000000003,September 2012,Christian Union,7.049130000000001
2012-01-01,70,Netherlands,0.863,10.083,September 2012,Party of Freedom,8.701629
2012-01-01,95,Netherlands,2.015,1.933,September 2012,Party for the Animals,3.894995
2012-01-01,95,Netherlands,1.932,2.088,September 2012,Reformed Political Party,4.034016
2012-01-01,95,Netherlands,3.883,1.885,September 2012,50Plus,7.3194550000000005
2017-01-01,10,Netherlands,9.877,9.125,March 2017,Green Left,90.12762500000001
2017-01-01,20,Netherlands,6.082000000000001,9.087,March 2017,Socialist Party,55.267134000000006
2017-01-01,30,Netherlands,7.945,5.702999999999999,March 2017,Labour Party,45.310334999999995
2017-01-01,30,Netherlands,9.382,2.055,March 2017,DENK,19.28001
2017-01-01,40,Netherlands,6.276,12.227,March 2017,Democrats‘66,76.736652
2017-01-01,40,Netherlands,2.169,21.285,March 2017,People’s Party for Freedom and Democracy,46.167165000000004
2017-01-01,50,Netherlands,2.191,12.379000000000001,March 2017,Christian Democratic Appeal,27.122389000000002
2017-01-01,50,Netherlands,3.992,3.388,March 2017,Christian Union,13.524896
2017-01-01,70,Netherlands,0.0,13.056,March 2017,Party of Freedom,0.0
2017-01-01,70,Netherlands,0.0,1.78,March 2017,Forum for Democracy,0.0
2017-01-01,95,Netherlands,2.313,3.188,March 2017,Party for the Animals,7.373844000000001
2017-01-01,95,Netherlands,0.7140000000000001,2.082,March 2017,Reformed Political Party,1.486548
2017-01-01,95,Netherlands,7.475000000000001,3.111,March 2017,50Plus,23.254725000000008
1945-01-01,20,Luxembourg,6.122000000000001,11.1,October 1945,Communist Party of Luxembourg,67.9542
1945-01-01,30,Luxembourg,10.28,23.4,October 1945,Socialist Workers’ Party of Luxembourg,240.55199999999996
1945-01-01,40,Luxembourg,10.169,18.0,October 1945,Patriotic and Democratic Group,183.042
1945-01-01,50,Luxembourg,1.709,44.7,October 1945,Christian Social People’s Party,76.3923
1948-01-01,20,Luxembourg,6.122000000000001,14.3,June 1948,Communist Party of Luxembourg,87.54460000000002
1948-01-01,30,Luxembourg,20.37,37.8,June 1948,Socialist Workers’ Party of Luxembourg,769.986
1948-01-01,40,Luxembourg,10.169,11.6,June 1948,Patriotic and Democratic Group,117.9604
1948-01-01,50,Luxembourg,3.5239999999999996,36.3,June 1948,Christian Social People’s Party,127.92119999999997
1951-01-01,20,Luxembourg,8.888999999999998,3.2,June 1951,Communist Party of Luxembourg,28.444799999999994
1951-01-01,30,Luxembourg,11.594000000000001,33.8,June 1951,Socialist Workers’ Party of Luxembourg,391.8772
1951-01-01,40,Luxembourg,10.169,20.9,June 1951,Democratic Group,212.53209999999999
1951-01-01,50,Luxembourg,10.119,42.1,June 1951,Christian Social People’s Party,426.0099
1954-01-01,20,Luxembourg,8.696,7.3,May 1954,Communist Party of Luxembourg,63.480799999999995
1954-01-01,30,Luxembourg,2.059,32.9,May 1954,Socialist Workers’ Party of Luxembourg,67.7411
1954-01-01,40,Luxembourg,10.0,12.3,May 1954,Democratic Group,123.0
1954-01-01,50,Luxembourg,13.462,45.2,May 1954,Christian Social People’s Party,608.4824
1959-01-01,20,Luxembourg,7.859,7.2,February 1959,Communist Party of Luxembourg,56.5848
1959-01-01,30,Luxembourg,15.122,33.0,February 1959,Socialist Workers’ Party of Luxembourg,499.026
1959-01-01,40,Luxembourg,5.686,20.3,February 1959,Democratic Party,115.42580000000001
1959-01-01,50,Luxembourg,5.149,38.9,February 1959,Christian Social People’s Party,200.2961
1964-01-01,20,Luxembourg,15.294,10.4,June 1964,Communist Party of Luxembourg,159.0576
1964-01-01,30,Luxembourg,5.193000000000001,35.9,June 1964,Socialist Workers’ Party of Luxembourg,186.42870000000005
1964-01-01,40,Luxembourg,4.8389999999999995,12.2,June 1964,Democratic Party,59.03579999999999
1964-01-01,50,Luxembourg,7.432,35.7,June 1964,Christian Social People’s Party,265.3224
1968-01-01,20,Luxembourg,5.388,13.1,December 1968,Communist Party of Luxembourg,70.58279999999999
1968-01-01,30,Luxembourg,5.8820000000000014,31.0,December 1968,Socialist Workers’ Party of Luxembourg,182.34200000000004
1968-01-01,40,Luxembourg,7.372999999999999,18.0,December 1968,Democratic Party,132.714
1968-01-01,50,Luxembourg,1.205,37.5,December 1968,Christian Social People’s Party,45.1875
1974-01-01,20,Luxembourg,14.065,8.800000000000002,May 1974,Communist Party of Luxembourg,123.77200000000003
1974-01-01,30,Luxembourg,7.372000000000001,27.0,May 1974,Socialist Workers’ Party of Luxembourg,199.044
1974-01-01,40,Luxembourg,5.1770000000000005,23.3,May 1974,Democratic Party,120.62410000000001
1974-01-01,50,Luxembourg,5.141,29.9,May 1974,Christian Social People’s Party,153.7159
1979-01-01,20,Luxembourg,0.0,4.9,June 1979,Communist Party of Luxembourg,0.0
1979-01-01,30,Luxembourg,4.361000000000001,22.5,June 1979,Socialist Workers’ Party of Luxembourg,98.12250000000002
