index,parfam,countryname,per503,pervote,electionDate,partyname,environWeighted,parfamName
2011-01-01,60,Malta,1.692,51.81100000000001,1998-09-01,Nationalist Party,87.664212,CON
2012-01-01,60,Malta,1.692,51.81100000000001,1998-09-01,Nationalist Party,87.664212,CON
2013-01-01,60,Malta,1.692,51.81100000000001,1998-09-01,Nationalist Party,87.664212,CON
2014-01-01,60,Malta,1.692,51.81100000000001,1998-09-01,Nationalist Party,87.664212,CON
2015-01-01,60,Malta,1.692,51.81100000000001,1998-09-01,Nationalist Party,87.664212,CON
2016-01-01,60,Malta,1.692,51.81100000000001,1998-09-01,Nationalist Party,87.664212,CON
2017-01-01,60,Malta,1.692,51.81100000000001,1998-09-01,Nationalist Party,87.664212,CON
2018-01-01,60,Malta,1.692,51.81100000000001,1998-09-01,Nationalist Party,87.664212,CON
2019-01-01,60,Malta,1.692,51.81100000000001,1998-09-01,Nationalist Party,87.664212,CON
2020-01-01,60,Malta,1.692,51.81100000000001,1998-09-01,Nationalist Party,87.664212,CON
1989-01-01,10,Ireland,8.458,1.4980000000000002,1989-06-01,Green Party,12.670084000000005,ECO
1990-01-01,10,Ireland,8.458,1.4980000000000002,1989-06-01,Green Party,12.670084000000005,ECO
1991-01-01,10,Ireland,8.458,1.4980000000000002,1989-06-01,Green Party,12.670084000000005,ECO
1992-01-01,10,Ireland,8.458,1.3980000000000001,1992-11-01,Green Party,11.824284000000002,ECO
1993-01-01,10,Ireland,8.458,1.3980000000000001,1992-11-01,Green Party,11.824284000000002,ECO
1994-01-01,10,Ireland,8.458,1.3980000000000001,1992-11-01,Green Party,11.824284000000002,ECO
1995-01-01,10,Ireland,8.458,1.3980000000000001,1992-11-01,Green Party,11.824284000000002,ECO
1996-01-01,10,Ireland,8.458,1.3980000000000001,1992-11-01,Green Party,11.824284000000002,ECO
1997-01-01,10,Ireland,7.202999999999999,2.7569999999999997,1997-06-01,Green Party,19.858670999999998,ECO
1998-01-01,10,Ireland,7.202999999999999,2.7569999999999997,1997-06-01,Green Party,19.858670999999998,ECO
1999-01-01,10,Ireland,7.202999999999999,2.7569999999999997,1997-06-01,Green Party,19.858670999999998,ECO
2000-01-01,10,Ireland,7.202999999999999,2.7569999999999997,1997-06-01,Green Party,19.858670999999998,ECO
2001-01-01,10,Ireland,7.202999999999999,2.7569999999999997,1997-06-01,Green Party,19.858670999999998,ECO
2002-01-01,10,Ireland,8.932,3.847,2002-05-01,Green Party,34.361404,ECO
2003-01-01,10,Ireland,8.932,3.847,2002-05-01,Green Party,34.361404,ECO
2004-01-01,10,Ireland,8.932,3.847,2002-05-01,Green Party,34.361404,ECO
2005-01-01,10,Ireland,8.932,3.847,2002-05-01,Green Party,34.361404,ECO
2006-01-01,10,Ireland,8.932,3.847,2002-05-01,Green Party,34.361404,ECO
2007-01-01,10,Ireland,4.801,4.692,2007-05-01,Green Party,22.526292,ECO
2008-01-01,10,Ireland,4.801,4.692,2007-05-01,Green Party,22.526292,ECO
2009-01-01,10,Ireland,4.801,4.692,2007-05-01,Green Party,22.526292,ECO
2010-01-01,10,Ireland,4.801,4.692,2007-05-01,Green Party,22.526292,ECO
2011-01-01,10,Ireland,3.63,1.8,2011-02-01,Green Party,6.534,ECO
2012-01-01,10,Ireland,3.63,1.8,2011-02-01,Green Party,6.534,ECO
2013-01-01,10,Ireland,3.63,1.8,2011-02-01,Green Party,6.534,ECO
2014-01-01,10,Ireland,3.63,1.8,2011-02-01,Green Party,6.534,ECO
2015-01-01,10,Ireland,3.63,1.8,2011-02-01,Green Party,6.534,ECO
2016-01-01,10,Ireland,4.527,2.719,2016-02-01,Green Party,12.308913,ECO
2017-01-01,10,Ireland,4.527,2.719,2016-02-01,Green Party,12.308913,ECO
2018-01-01,10,Ireland,4.527,2.719,2016-02-01,Green Party,12.308913,ECO
2019-01-01,10,Ireland,4.527,2.719,2016-02-01,Green Party,12.308913,ECO
2020-01-01,10,Ireland,4.527,2.719,2016-02-01,Green Party,12.308913,ECO
1981-01-01,20,Ireland,10.056000000000001,1.72,1981-06-01,Workers’ Party,17.29632,LEF
1982-01-01,20,Ireland,10.056000000000001,2.178,1982-02-01,Workers’ Party,21.901968,LEF
1983-01-01,20,Ireland,10.056000000000001,2.178,1982-02-01,Workers’ Party,21.901968,LEF
1984-01-01,20,Ireland,10.056000000000001,2.178,1982-02-01,Workers’ Party,21.901968,LEF
1985-01-01,20,Ireland,10.056000000000001,2.178,1982-02-01,Workers’ Party,21.901968,LEF
1986-01-01,20,Ireland,10.056000000000001,2.178,1982-02-01,Workers’ Party,21.901968,LEF
1987-01-01,20,Ireland,7.7029999999999985,3.785,1987-02-01,Workers’ Party,29.155855,LEF
1988-01-01,20,Ireland,7.7029999999999985,3.785,1987-02-01,Workers’ Party,29.155855,LEF
1989-01-01,20,Ireland,6.296,4.965,1989-06-01,Workers’ Party,31.25964,LEF
1990-01-01,20,Ireland,6.296,4.965,1989-06-01,Workers’ Party,31.25964,LEF
1991-01-01,20,Ireland,6.296,4.965,1989-06-01,Workers’ Party,31.25964,LEF
1992-01-01,20,Ireland,18.493,2.78,1992-11-01,Democratic Left Party,51.41053999999999,LEF
1993-01-01,20,Ireland,18.493,2.78,1992-11-01,Democratic Left Party,51.41053999999999,LEF
1994-01-01,20,Ireland,18.493,2.78,1992-11-01,Democratic Left Party,51.41053999999999,LEF
1995-01-01,20,Ireland,18.493,2.78,1992-11-01,Democratic Left Party,51.41053999999999,LEF
1996-01-01,20,Ireland,18.493,2.78,1992-11-01,Democratic Left Party,51.41053999999999,LEF
1997-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
1998-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
1999-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
2000-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
2001-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
2002-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
2003-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
2004-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
2005-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
2006-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
2007-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
2008-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
2009-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
2010-01-01,20,Ireland,23.153000000000002,2.51,1997-06-01,Democratic Left Party,58.11403000000001,LEF
2011-01-01,20,Ireland,1.031,2.7,2011-02-01,United Left Alliance,2.7837,LEF
2012-01-01,20,Ireland,1.031,2.7,2011-02-01,United Left Alliance,2.7837,LEF
2013-01-01,20,Ireland,1.031,2.7,2011-02-01,United Left Alliance,2.7837,LEF
2014-01-01,20,Ireland,1.031,2.7,2011-02-01,United Left Alliance,2.7837,LEF
2015-01-01,20,Ireland,1.031,2.7,2011-02-01,United Left Alliance,2.7837,LEF
2016-01-01,20,Ireland,8.631,1.9769999999999999,2016-02-01,People Before Profit Alliance,17.063487,LEF
2017-01-01,20,Ireland,8.631,1.9769999999999999,2016-02-01,People Before Profit Alliance,17.063487,LEF
2018-01-01,20,Ireland,8.631,1.9769999999999999,2016-02-01,People Before Profit Alliance,17.063487,LEF
2019-01-01,20,Ireland,8.631,1.9769999999999999,2016-02-01,People Before Profit Alliance,17.063487,LEF
2020-01-01,20,Ireland,8.631,1.9769999999999999,2016-02-01,People Before Profit Alliance,17.063487,LEF
1982-01-01,20,Ireland,10.056000000000001,3.25,1982-11-01,Workers’ Party,32.681999999999995,LEF
2011-01-01,20,Ireland,0.0,,2011-02-01,Socialist Party,,LEF
2016-01-01,20,Ireland,20.705,1.969,2016-02-01,Anti-Austerity Alliance,40.768145,LEF
2016-01-01,20,Ireland,16.535,0.349,2016-02-01,Workers and Unemployment Action,5.770715,LEF
1948-01-01,30,Ireland,15.0,8.695,1948-02-01,Labour Party,130.425,SOC
1949-01-01,30,Ireland,15.0,8.695,1948-02-01,Labour Party,130.425,SOC
1950-01-01,30,Ireland,15.0,8.695,1948-02-01,Labour Party,130.425,SOC
1951-01-01,30,Ireland,3.2,11.402000000000001,1951-05-01,Labour Party,36.4864,SOC
1952-01-01,30,Ireland,3.2,11.402000000000001,1951-05-01,Labour Party,36.4864,SOC
1953-01-01,30,Ireland,3.2,11.402000000000001,1951-05-01,Labour Party,36.4864,SOC
1954-01-01,30,Ireland,22.5,12.061,1954-05-01,Labour Party,271.3725,SOC
1955-01-01,30,Ireland,22.5,12.061,1954-05-01,Labour Party,271.3725,SOC
1956-01-01,30,Ireland,22.5,12.061,1954-05-01,Labour Party,271.3725,SOC
1957-01-01,30,Ireland,2.8,9.107,1957-03-01,Labour Party,25.4996,SOC
1958-01-01,30,Ireland,2.8,9.107,1957-03-01,Labour Party,25.4996,SOC
1959-01-01,30,Ireland,2.8,9.107,1957-03-01,Labour Party,25.4996,SOC
1960-01-01,30,Ireland,2.8,9.107,1957-03-01,Labour Party,25.4996,SOC
1961-01-01,30,Ireland,4.9,11.649000000000001,1961-10-01,Labour Party,57.08010000000001,SOC
1962-01-01,30,Ireland,4.9,11.649000000000001,1961-10-01,Labour Party,57.08010000000001,SOC
1963-01-01,30,Ireland,4.9,11.649000000000001,1961-10-01,Labour Party,57.08010000000001,SOC
1964-01-01,30,Ireland,4.9,11.649000000000001,1961-10-01,Labour Party,57.08010000000001,SOC
1965-01-01,30,Ireland,0.0,15.380999999999998,1965-04-01,Labour Party,0.0,SOC
1966-01-01,30,Ireland,0.0,15.380999999999998,1965-04-01,Labour Party,0.0,SOC
1967-01-01,30,Ireland,0.0,15.380999999999998,1965-04-01,Labour Party,0.0,SOC
1968-01-01,30,Ireland,0.0,15.380999999999998,1965-04-01,Labour Party,0.0,SOC
1969-01-01,30,Ireland,7.8,17.021,1969-06-01,Labour Party,132.7638,SOC
1970-01-01,30,Ireland,7.8,17.021,1969-06-01,Labour Party,132.7638,SOC
1971-01-01,30,Ireland,7.8,17.021,1969-06-01,Labour Party,132.7638,SOC
1972-01-01,30,Ireland,7.8,17.021,1969-06-01,Labour Party,132.7638,SOC
1973-01-01,30,Ireland,13.5,13.673,1973-02-01,Labour Party,184.5855,SOC
1974-01-01,30,Ireland,13.5,13.673,1973-02-01,Labour Party,184.5855,SOC
1975-01-01,30,Ireland,13.5,13.673,1973-02-01,Labour Party,184.5855,SOC
1976-01-01,30,Ireland,13.5,13.673,1973-02-01,Labour Party,184.5855,SOC
1977-01-01,30,Ireland,0.6,11.629000000000001,1977-06-01,Labour Party,6.9774,SOC
1978-01-01,30,Ireland,0.6,11.629000000000001,1977-06-01,Labour Party,6.9774,SOC
1979-01-01,30,Ireland,0.6,11.629000000000001,1977-06-01,Labour Party,6.9774,SOC
1980-01-01,30,Ireland,0.6,11.629000000000001,1977-06-01,Labour Party,6.9774,SOC
1981-01-01,30,Ireland,13.3,9.893,1981-06-01,Labour Party,131.57690000000002,SOC
1982-01-01,30,Ireland,20.69,9.121,1982-02-01,Labour Party,188.71349,SOC
1983-01-01,30,Ireland,20.69,9.121,1982-02-01,Labour Party,188.71349,SOC
1984-01-01,30,Ireland,20.69,9.121,1982-02-01,Labour Party,188.71349,SOC
1985-01-01,30,Ireland,20.69,9.121,1982-02-01,Labour Party,188.71349,SOC
1986-01-01,30,Ireland,20.69,9.121,1982-02-01,Labour Party,188.71349,SOC
1987-01-01,30,Ireland,18.557000000000002,6.4460000000000015,1987-02-01,Labour Party,119.61842200000002,SOC
1988-01-01,30,Ireland,18.557000000000002,6.4460000000000015,1987-02-01,Labour Party,119.61842200000002,SOC
1989-01-01,30,Ireland,16.022000000000002,9.475,1989-06-01,Labour Party,151.80845000000005,SOC
1990-01-01,30,Ireland,16.022000000000002,9.475,1989-06-01,Labour Party,151.80845000000005,SOC
1991-01-01,30,Ireland,16.022000000000002,9.475,1989-06-01,Labour Party,151.80845000000005,SOC
1992-01-01,30,Ireland,10.883,19.307000000000002,1992-11-01,Labour Party,210.11808100000002,SOC
1993-01-01,30,Ireland,10.883,19.307000000000002,1992-11-01,Labour Party,210.11808100000002,SOC
1994-01-01,30,Ireland,10.883,19.307000000000002,1992-11-01,Labour Party,210.11808100000002,SOC
1995-01-01,30,Ireland,10.883,19.307000000000002,1992-11-01,Labour Party,210.11808100000002,SOC
1996-01-01,30,Ireland,10.883,19.307000000000002,1992-11-01,Labour Party,210.11808100000002,SOC
1997-01-01,30,Ireland,16.41,10.399000000000001,1997-06-01,Labour Party,170.64758999999995,SOC
1998-01-01,30,Ireland,16.41,10.399000000000001,1997-06-01,Labour Party,170.64758999999995,SOC
1999-01-01,30,Ireland,16.41,10.399000000000001,1997-06-01,Labour Party,170.64758999999995,SOC
2000-01-01,30,Ireland,16.41,10.399000000000001,1997-06-01,Labour Party,170.64758999999995,SOC
2001-01-01,30,Ireland,16.41,10.399000000000001,1997-06-01,Labour Party,170.64758999999995,SOC
2002-01-01,30,Ireland,8.015,10.772,2002-05-01,Labour Party,86.33758,SOC
2003-01-01,30,Ireland,8.015,10.772,2002-05-01,Labour Party,86.33758,SOC
2004-01-01,30,Ireland,8.015,10.772,2002-05-01,Labour Party,86.33758,SOC
2005-01-01,30,Ireland,8.015,10.772,2002-05-01,Labour Party,86.33758,SOC
2006-01-01,30,Ireland,8.015,10.772,2002-05-01,Labour Party,86.33758,SOC
2007-01-01,30,Ireland,5.414,10.126,2007-05-01,Labour Party,54.822164,SOC
2008-01-01,30,Ireland,5.414,10.126,2007-05-01,Labour Party,54.822164,SOC
2009-01-01,30,Ireland,5.414,10.126,2007-05-01,Labour Party,54.822164,SOC
2010-01-01,30,Ireland,5.414,10.126,2007-05-01,Labour Party,54.822164,SOC
2011-01-01,30,Ireland,4.181,19.447,2011-02-01,Labour Party,81.307907,SOC
2012-01-01,30,Ireland,4.181,19.447,2011-02-01,Labour Party,81.307907,SOC
2013-01-01,30,Ireland,4.181,19.447,2011-02-01,Labour Party,81.307907,SOC
2014-01-01,30,Ireland,4.181,19.447,2011-02-01,Labour Party,81.307907,SOC
2015-01-01,30,Ireland,4.181,19.447,2011-02-01,Labour Party,81.307907,SOC
2016-01-01,30,Ireland,2.93,6.606,2016-02-01,Labour Party,19.35558,SOC
2017-01-01,30,Ireland,2.93,6.606,2016-02-01,Labour Party,19.35558,SOC
2018-01-01,30,Ireland,2.93,6.606,2016-02-01,Labour Party,19.35558,SOC
2019-01-01,30,Ireland,2.93,6.606,2016-02-01,Labour Party,19.35558,SOC
2020-01-01,30,Ireland,2.93,6.606,2016-02-01,Labour Party,19.35558,SOC
1982-01-01,30,Ireland,16.842,9.363,1982-11-01,Labour Party,157.691646,SOC
2016-01-01,30,Ireland,6.561,3.005,2016-02-01,Social Democrats,19.715805,SOC
1987-01-01,40,Ireland,3.2260000000000004,11.849,1987-02-01,Progressive Democrats,38.22487400000001,LIB
1988-01-01,40,Ireland,3.2260000000000004,11.849,1987-02-01,Progressive Democrats,38.22487400000001,LIB
1989-01-01,40,Ireland,5.8329999999999975,5.492999999999999,1989-06-01,Progressive Democrats,32.040668999999994,LIB
1990-01-01,40,Ireland,5.8329999999999975,5.492999999999999,1989-06-01,Progressive Democrats,32.040668999999994,LIB
1991-01-01,40,Ireland,5.8329999999999975,5.492999999999999,1989-06-01,Progressive Democrats,32.040668999999994,LIB
1992-01-01,40,Ireland,4.819,4.684,1992-11-01,Progressive Democrats,22.572196,LIB
1993-01-01,40,Ireland,4.819,4.684,1992-11-01,Progressive Democrats,22.572196,LIB
1994-01-01,40,Ireland,4.819,4.684,1992-11-01,Progressive Democrats,22.572196,LIB
1995-01-01,40,Ireland,4.819,4.684,1992-11-01,Progressive Democrats,22.572196,LIB
1996-01-01,40,Ireland,4.819,4.684,1992-11-01,Progressive Democrats,22.572196,LIB
1997-01-01,40,Ireland,4.527,4.6819999999999995,1997-06-01,Progressive Democrats,21.195414000000003,LIB
1998-01-01,40,Ireland,4.527,4.6819999999999995,1997-06-01,Progressive Democrats,21.195414000000003,LIB
1999-01-01,40,Ireland,4.527,4.6819999999999995,1997-06-01,Progressive Democrats,21.195414000000003,LIB
2000-01-01,40,Ireland,4.527,4.6819999999999995,1997-06-01,Progressive Democrats,21.195414000000003,LIB
2001-01-01,40,Ireland,4.527,4.6819999999999995,1997-06-01,Progressive Democrats,21.195414000000003,LIB
2002-01-01,40,Ireland,1.973,3.963,2002-05-01,Progressive Democrats,7.8189990000000025,LIB
2003-01-01,40,Ireland,1.973,3.963,2002-05-01,Progressive Democrats,7.8189990000000025,LIB
2004-01-01,40,Ireland,1.973,3.963,2002-05-01,Progressive Democrats,7.8189990000000025,LIB
2005-01-01,40,Ireland,1.973,3.963,2002-05-01,Progressive Democrats,7.8189990000000025,LIB
2006-01-01,40,Ireland,1.973,3.963,2002-05-01,Progressive Democrats,7.8189990000000025,LIB
2007-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2008-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2009-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2010-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2011-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2012-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2013-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2014-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2015-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2016-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2017-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2018-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2019-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
2020-01-01,40,Ireland,1.919,2.73,2007-05-01,Progressive Democrats,5.23887,LIB
1948-01-01,50,Ireland,0.0,19.827,1948-02-01,Family of the Irish,0.0,CHR
1949-01-01,50,Ireland,0.0,19.827,1948-02-01,Family of the Irish,0.0,CHR
1950-01-01,50,Ireland,0.0,19.827,1948-02-01,Family of the Irish,0.0,CHR
1951-01-01,50,Ireland,1.8,25.753,1951-05-01,Family of the Irish,46.3554,CHR
1952-01-01,50,Ireland,1.8,25.753,1951-05-01,Family of the Irish,46.3554,CHR
1953-01-01,50,Ireland,1.8,25.753,1951-05-01,Family of the Irish,46.3554,CHR
1954-01-01,50,Ireland,5.600000000000001,31.983,1954-05-01,Family of the Irish,179.10480000000004,CHR
1955-01-01,50,Ireland,5.600000000000001,31.983,1954-05-01,Family of the Irish,179.10480000000004,CHR
1956-01-01,50,Ireland,5.600000000000001,31.983,1954-05-01,Family of the Irish,179.10480000000004,CHR
1957-01-01,50,Ireland,0.0,26.625,1957-03-01,Family of the Irish,0.0,CHR
1958-01-01,50,Ireland,0.0,26.625,1957-03-01,Family of the Irish,0.0,CHR
1959-01-01,50,Ireland,0.0,26.625,1957-03-01,Family of the Irish,0.0,CHR
1960-01-01,50,Ireland,0.0,26.625,1957-03-01,Family of the Irish,0.0,CHR
1961-01-01,50,Ireland,3.4,32.018,1961-10-01,Family of the Irish,108.8612,CHR
1962-01-01,50,Ireland,3.4,32.018,1961-10-01,Family of the Irish,108.8612,CHR
1963-01-01,50,Ireland,3.4,32.018,1961-10-01,Family of the Irish,108.8612,CHR
1964-01-01,50,Ireland,3.4,32.018,1961-10-01,Family of the Irish,108.8612,CHR
1965-01-01,50,Ireland,7.3,34.080999999999996,1965-04-01,Family of the Irish,248.7913,CHR
1966-01-01,50,Ireland,7.3,34.080999999999996,1965-04-01,Family of the Irish,248.7913,CHR
1967-01-01,50,Ireland,7.3,34.080999999999996,1965-04-01,Family of the Irish,248.7913,CHR
1968-01-01,50,Ireland,7.3,34.080999999999996,1965-04-01,Family of the Irish,248.7913,CHR
1969-01-01,50,Ireland,4.8,34.099000000000004,1969-06-01,Family of the Irish,163.67520000000005,CHR
1970-01-01,50,Ireland,4.8,34.099000000000004,1969-06-01,Family of the Irish,163.67520000000005,CHR
1971-01-01,50,Ireland,4.8,34.099000000000004,1969-06-01,Family of the Irish,163.67520000000005,CHR
1972-01-01,50,Ireland,4.8,34.099000000000004,1969-06-01,Family of the Irish,163.67520000000005,CHR
1973-01-01,50,Ireland,13.5,35.080999999999996,1973-02-01,Family of the Irish,473.5935,CHR
1974-01-01,50,Ireland,13.5,35.080999999999996,1973-02-01,Family of the Irish,473.5935,CHR
1975-01-01,50,Ireland,13.5,35.080999999999996,1973-02-01,Family of the Irish,473.5935,CHR
1976-01-01,50,Ireland,13.5,35.080999999999996,1973-02-01,Family of the Irish,473.5935,CHR
1977-01-01,50,Ireland,0.6,30.49,1977-06-01,Family of the Irish,18.294,CHR
1978-01-01,50,Ireland,0.6,30.49,1977-06-01,Family of the Irish,18.294,CHR
1979-01-01,50,Ireland,0.6,30.49,1977-06-01,Family of the Irish,18.294,CHR
1980-01-01,50,Ireland,0.6,30.49,1977-06-01,Family of the Irish,18.294,CHR
1981-01-01,50,Ireland,9.1,36.455,1981-06-01,Family of the Irish,331.7405,CHR
1982-01-01,50,Ireland,4.908,37.3,1982-02-01,Family of the Irish,183.0684,CHR
1983-01-01,50,Ireland,4.908,37.3,1982-02-01,Family of the Irish,183.0684,CHR
1984-01-01,50,Ireland,4.908,37.3,1982-02-01,Family of the Irish,183.0684,CHR
1985-01-01,50,Ireland,4.908,37.3,1982-02-01,Family of the Irish,183.0684,CHR
1986-01-01,50,Ireland,4.908,37.3,1982-02-01,Family of the Irish,183.0684,CHR
1987-01-01,50,Ireland,2.75,27.073,1987-02-01,Family of the Irish,74.45075,CHR
1988-01-01,50,Ireland,2.75,27.073,1987-02-01,Family of the Irish,74.45075,CHR
1989-01-01,50,Ireland,1.4869999999999999,29.291999999999998,1989-06-01,Family of the Irish,43.55720399999999,CHR
1990-01-01,50,Ireland,1.4869999999999999,29.291999999999998,1989-06-01,Family of the Irish,43.55720399999999,CHR
1991-01-01,50,Ireland,1.4869999999999999,29.291999999999998,1989-06-01,Family of the Irish,43.55720399999999,CHR
1992-01-01,50,Ireland,3.429,24.471999999999998,1992-11-01,Family of the Irish,83.91448799999998,CHR
1993-01-01,50,Ireland,3.429,24.471999999999998,1992-11-01,Family of the Irish,83.91448799999998,CHR
1994-01-01,50,Ireland,3.429,24.471999999999998,1992-11-01,Family of the Irish,83.91448799999998,CHR
1995-01-01,50,Ireland,3.429,24.471999999999998,1992-11-01,Family of the Irish,83.91448799999998,CHR
1996-01-01,50,Ireland,3.429,24.471999999999998,1992-11-01,Family of the Irish,83.91448799999998,CHR
1997-01-01,50,Ireland,3.639,27.945,1997-06-01,Family of the Irish,101.691855,CHR
1998-01-01,50,Ireland,3.639,27.945,1997-06-01,Family of the Irish,101.691855,CHR
1999-01-01,50,Ireland,3.639,27.945,1997-06-01,Family of the Irish,101.691855,CHR
2000-01-01,50,Ireland,3.639,27.945,1997-06-01,Family of the Irish,101.691855,CHR
2001-01-01,50,Ireland,3.639,27.945,1997-06-01,Family of the Irish,101.691855,CHR
2002-01-01,50,Ireland,7.246,22.478,2002-05-01,Family of the Irish,162.87558800000005,CHR
2003-01-01,50,Ireland,7.246,22.478,2002-05-01,Family of the Irish,162.87558800000005,CHR
2004-01-01,50,Ireland,7.246,22.478,2002-05-01,Family of the Irish,162.87558800000005,CHR
2005-01-01,50,Ireland,7.246,22.478,2002-05-01,Family of the Irish,162.87558800000005,CHR
2006-01-01,50,Ireland,7.246,22.478,2002-05-01,Family of the Irish,162.87558800000005,CHR
2007-01-01,50,Ireland,1.8130000000000002,27.322,2007-05-01,Family of the Irish,49.534786,CHR
2008-01-01,50,Ireland,1.8130000000000002,27.322,2007-05-01,Family of the Irish,49.534786,CHR
2009-01-01,50,Ireland,1.8130000000000002,27.322,2007-05-01,Family of the Irish,49.534786,CHR
2010-01-01,50,Ireland,1.8130000000000002,27.322,2007-05-01,Family of the Irish,49.534786,CHR
2011-01-01,50,Ireland,0.933,36.104,2011-02-01,Family of the Irish,33.685032,CHR
2012-01-01,50,Ireland,0.933,36.104,2011-02-01,Family of the Irish,33.685032,CHR
2013-01-01,50,Ireland,0.933,36.104,2011-02-01,Family of the Irish,33.685032,CHR
2014-01-01,50,Ireland,0.933,36.104,2011-02-01,Family of the Irish,33.685032,CHR
2015-01-01,50,Ireland,0.933,36.104,2011-02-01,Family of the Irish,33.685032,CHR
2016-01-01,50,Ireland,3.475,25.516,2016-02-01,Family of the Irish,88.6681,CHR
2017-01-01,50,Ireland,3.475,25.516,2016-02-01,Family of the Irish,88.6681,CHR
2018-01-01,50,Ireland,3.475,25.516,2016-02-01,Family of the Irish,88.6681,CHR
2019-01-01,50,Ireland,3.475,25.516,2016-02-01,Family of the Irish,88.6681,CHR
2020-01-01,50,Ireland,3.475,25.516,2016-02-01,Family of the Irish,88.6681,CHR
1982-01-01,50,Ireland,6.8320000000000025,39.218,1982-11-01,Family of the Irish,267.93737600000003,CHR
1948-01-01,60,Ireland,4.1,41.854,1948-02-01,Soldiers of Destiny,171.60139999999996,CON
1949-01-01,60,Ireland,4.1,41.854,1948-02-01,Soldiers of Destiny,171.60139999999996,CON
1950-01-01,60,Ireland,4.1,41.854,1948-02-01,Soldiers of Destiny,171.60139999999996,CON
1951-01-01,60,Ireland,0.0,46.277,1951-05-01,Soldiers of Destiny,0.0,CON
1952-01-01,60,Ireland,0.0,46.277,1951-05-01,Soldiers of Destiny,0.0,CON
1953-01-01,60,Ireland,0.0,46.277,1951-05-01,Soldiers of Destiny,0.0,CON
1954-01-01,60,Ireland,2.4,43.361000000000004,1954-05-01,Soldiers of Destiny,104.0664,CON
1955-01-01,60,Ireland,2.4,43.361000000000004,1954-05-01,Soldiers of Destiny,104.0664,CON
1956-01-01,60,Ireland,2.4,43.361000000000004,1954-05-01,Soldiers of Destiny,104.0664,CON
1957-01-01,60,Ireland,0.0,48.328,1957-03-01,Soldiers of Destiny,0.0,CON
1958-01-01,60,Ireland,0.0,48.328,1957-03-01,Soldiers of Destiny,0.0,CON
1959-01-01,60,Ireland,0.0,48.328,1957-03-01,Soldiers of Destiny,0.0,CON
1960-01-01,60,Ireland,0.0,48.328,1957-03-01,Soldiers of Destiny,0.0,CON
1961-01-01,60,Ireland,0.0,43.827,1961-10-01,Soldiers of Destiny,0.0,CON
1962-01-01,60,Ireland,0.0,43.827,1961-10-01,Soldiers of Destiny,0.0,CON
1963-01-01,60,Ireland,0.0,43.827,1961-10-01,Soldiers of Destiny,0.0,CON
1964-01-01,60,Ireland,0.0,43.827,1961-10-01,Soldiers of Destiny,0.0,CON
1965-01-01,60,Ireland,0.0,47.674,1965-04-01,Soldiers of Destiny,0.0,CON
1966-01-01,60,Ireland,0.0,47.674,1965-04-01,Soldiers of Destiny,0.0,CON
1967-01-01,60,Ireland,0.0,47.674,1965-04-01,Soldiers of Destiny,0.0,CON
